order_requests,city_x,date,language,mobile,avatar_id,hotel_id,stock,group,brand,parking,pool,children_policy,price
32,8,16,2,0,12,935,5,5,0,0,0,0,247
32,8,16,2,0,12,954,16,2,15,1,0,0,436
32,8,16,2,0,12,974,16,2,15,1,0,0,436
33,8,4,2,1,12,395,0,0,6,0,0,0,488
33,8,4,2,1,12,488,4,0,14,1,1,1,605
33,8,4,2,1,12,811,0,1,8,1,0,0,524
34,4,16,6,0,13,73,18,5,13,0,0,1,412
34,4,16,6,0,13,114,16,1,8,1,0,0,377
34,4,16,6,0,13,191,16,5,1,1,0,0,312
34,4,16,6,0,13,281,8,1,2,1,0,0,294
34,4,16,6,0,13,286,12,0,11,0,0,0,378
34,4,16,6,0,13,677,22,0,9,0,0,0,343
34,4,16,6,0,13,843,21,0,14,0,0,0,424
34,4,16,6,0,13,987,9,0,6,1,0,0,346
35,4,15,6,0,13,73,15,5,13,0,0,1,412
35,4,15,6,0,13,114,15,1,8,1,0,0,384
35,4,15,6,0,13,191,14,5,1,1,0,0,313
35,4,15,6,0,13,281,7,1,2,1,0,0,300
35,4,15,6,0,13,286,11,0,11,0,0,0,399
35,4,15,6,0,13,677,20,0,9,0,0,0,381
35,4,15,6,0,13,843,19,0,14,0,0,0,418
35,4,15,6,0,13,987,8,0,6,1,0,0,363
36,4,6,6,1,13,46,6,4,4,0,0,0,330
36,4,6,6,1,13,321,6,0,14,0,0,0,434
36,4,6,6,1,13,399,6,2,12,1,1,0,462
36,4,6,6,1,13,423,6,4,4,0,0,0,320
36,4,6,6,1,13,440,3,1,2,1,0,0,481
36,4,6,6,1,13,489,7,0,14,0,1,0,452
36,4,6,6,1,13,702,8,2,12,0,1,0,442
36,4,6,6,1,13,787,2,1,2,0,0,0,432
36,4,6,6,1,13,987,1,0,6,1,0,0,507
37,5,21,0,1,14,262,20,1,8,1,0,0,389
37,5,21,0,1,14,764,12,3,7,0,0,0,365
37,5,21,0,1,14,799,12,5,0,1,0,0,287
37,5,21,0,1,14,871,28,5,1,0,0,0,314
37,5,21,0,1,14,899,21,4,5,0,0,0,338
38,5,20,0,1,14,262,19,1,8,1,0,0,401
38,5,20,0,1,14,764,10,3,7,0,0,0,361
38,5,20,0,1,14,799,11,5,0,1,0,0,312
38,5,20,0,1,14,871,24,5,1,0,0,0,281
38,5,20,0,1,14,899,20,4,5,0,0,0,346
39,5,15,0,0,14,262,12,1,8,1,0,0,376
39,5,15,0,0,14,764,2,3,7,0,0,0,520
39,5,15,0,0,14,799,6,5,0,1,0,0,311
39,5,15,0,0,14,871,9,5,1,0,0,0,324
39,5,15,0,0,14,899,15,4,5,0,0,0,357
40,3,35,12,0,15,71,159,0,14,1,1,1,478
40,3,35,12,0,15,238,82,1,8,1,0,0,418
40,3,35,12,0,15,301,60,3,7,0,0,0,378
40,3,35,12,0,15,305,80,4,5,1,0,0,375
40,3,35,12,0,15,449,108,5,13,1,0,0,464
40,3,35,12,0,15,474,74,2,15,0,0,0,454
40,3,35,12,0,15,484,60,1,2,0,0,0,323
40,3,35,12,0,15,509,30,3,7,0,0,0,362
40,3,35,12,0,15,647,58,1,2,1,0,0,326
40,3,35,12,0,15,827,32,5,0,1,0,0,335
40,3,35,12,0,15,992,32,0,6,0,0,0,359
41,1,34,12,1,15,43,78,3,7,1,0,0,375
41,1,34,12,1,15,194,30,3,7,0,0,0,362
41,1,34,12,1,15,249,86,3,7,0,0,0,370
41,1,34,12,1,15,744,74,1,8,0,0,0,378
41,1,34,12,1,15,830,60,3,7,0,0,0,366
41,1,34,12,1,15,951,63,3,7,1,0,0,397
41,1,34,12,1,15,952,29,3,7,0,0,0,369
41,1,34,12,1,15,981,29,5,0,0,0,0,312
41,1,34,12,1,15,995,99,2,12,0,0,0,438
42,8,15,13,0,16,161,27,1,8,1,0,0,391
42,8,15,13,0,16,187,18,0,9,1,1,0,461
42,8,15,13,0,16,279,6,3,7,1,0,0,402
42,8,15,13,0,16,395,4,0,6,0,0,0,521
42,8,15,13,0,16,488,16,0,14,1,1,1,504
42,8,15,13,0,16,811,25,1,8,1,0,0,411
42,8,15,13,0,16,935,5,5,0,0,0,0,311
42,8,15,13,0,16,954,15,2,15,1,0,0,465
42,8,15,13,0,16,974,15,2,15,1,0,0,474
43,5,5,23,0,16,459,5,5,1,0,0,0,341
43,5,5,23,0,16,470,4,3,7,0,0,0,547
43,5,5,23,0,16,653,5,2,12,1,0,0,442
43,5,5,23,0,16,799,0,5,0,1,0,0,469
44,8,21,26,0,17,161,46,1,8,1,0,0,438
44,8,21,26,0,17,187,32,0,9,1,1,0,443
44,8,21,26,0,17,279,12,3,7,1,0,0,395
44,8,21,26,0,17,395,10,0,6,0,0,0,391
44,8,21,26,0,17,488,42,0,14,1,1,1,519
44,8,21,26,0,17,811,44,1,8,1,0,0,434
44,8,21,26,0,17,935,9,5,0,0,0,0,339
44,8,21,26,0,17,954,28,2,15,1,0,0,485
44,8,21,26,0,17,974,24,2,15,1,0,0,482
45,1,20,26,0,17,367,13,5,0,0,0,0,334
45,1,20,26,0,17,720,40,2,3,0,0,2,353
45,1,20,26,0,17,831,8,3,7,1,0,0,411
45,1,20,26,0,17,855,30,5,13,0,0,0,453
46,2,35,3,1,18,7,33,3,7,0,0,0,407
46,2,35,3,1,18,108,34,3,7,0,0,0,405
46,2,35,3,1,18,164,72,5,1,1,0,0,376
46,2,35,3,1,18,310,84,3,7,0,0,0,405
46,2,35,3,1,18,370,34,5,0,0,0,0,332
46,2,35,3,1,18,439,62,1,2,1,0,0,358
46,2,35,3,1,18,483,31,3,7,0,0,0,391
46,2,35,3,1,18,800,34,3,7,0,0,0,380
46,2,35,3,1,18,915,36,0,6,1,0,0,390
46,2,35,3,1,18,966,32,3,7,0,0,0,413
47,2,3,3,0,18,131,4,4,10,1,1,0,646
47,2,3,3,0,18,258,3,4,10,0,0,1,589
47,2,3,3,0,18,265,8,4,4,0,1,0,424
47,2,3,3,0,18,370,4,5,0,0,0,0,465
47,2,3,3,0,18,418,0,1,8,1,0,0,580
47,2,3,3,0,18,454,1,1,2,1,0,0,543
47,2,3,3,0,18,609,2,2,12,1,0,0,609
47,2,3,3,0,18,673,3,5,13,0,0,0,616
47,2,3,3,0,18,710,0,0,11,0,0,0,603
47,2,3,3,0,18,836,2,5,13,1,0,0,617
47,2,3,3,0,18,915,0,0,6,1,0,0,556
48,0,38,0,0,19,30,80,0,11,1,0,0,475
48,0,38,0,0,19,83,94,5,1,0,0,0,345
48,0,38,0,0,19,169,43,0,6,0,0,0,416
48,0,38,0,0,19,283,78,3,7,1,0,0,431
48,0,38,0,0,19,482,38,0,6,1,0,0,428
48,0,38,0,0,19,507,72,1,2,0,0,0,353
48,0,38,0,0,19,674,73,0,11,0,0,0,457
48,0,38,0,0,19,679,96,2,15,1,0,0,494
48,0,38,0,0,19,788,94,3,7,1,0,0,439
48,0,38,0,0,19,867,77,3,7,1,0,0,414
49,0,1,0,1,19,30,0,0,11,1,0,0,616
49,0,1,0,1,19,77,1,0,14,0,1,0,660
49,0,1,0,1,19,88,0,1,2,0,0,0,520
49,0,1,0,1,19,166,1,1,2,0,0,0,520
49,0,1,0,1,19,169,2,0,6,0,0,0,555
49,0,1,0,1,19,212,1,5,13,0,1,0,673
49,0,1,0,1,19,253,1,0,14,0,1,2,680
49,0,1,0,1,19,346,1,2,12,1,0,0,647
49,0,1,0,1,19,430,1,5,13,0,0,0,634
49,0,1,0,1,19,465,1,4,4,1,1,0,601
49,0,1,0,1,19,529,0,4,4,1,0,1,557
49,0,1,0,1,19,625,1,5,13,1,0,0,634
49,0,1,0,1,19,685,0,4,4,0,0,1,519
49,0,1,0,1,19,918,1,4,4,1,1,0,600
50,4,21,20,0,20,73,33,5,13,0,0,1,493
50,4,21,20,0,20,114,24,1,8,1,0,0,460
50,4,21,20,0,20,191,22,5,1,1,0,0,369
50,4,21,20,0,20,281,16,1,2,1,0,0,388
50,4,21,20,0,20,286,16,0,11,0,0,0,471
50,4,21,20,0,20,677,39,0,9,0,0,0,420
50,4,21,20,0,20,843,47,0,14,0,0,0,474
50,4,21,20,0,20,987,14,0,6,1,0,0,413
51,3,21,20,0,20,71,45,0,14,1,1,1,540
51,3,21,20,0,20,162,63,4,4,1,1,0,448
51,3,21,20,0,20,222,50,4,4,1,0,0,410
51,3,21,20,0,20,359,21,0,11,0,0,0,446
51,3,21,20,0,20,449,32,5,13,1,0,0,512
51,3,21,20,0,20,579,14,0,6,0,0,0,426
51,3,21,20,0,20,731,22,1,8,1,0,0,461
51,3,21,20,0,20,827,9,5,0,1,0,0,374
51,3,21,20,0,20,837,57,0,14,1,1,0,548
51,3,21,20,0,20,853,24,2,15,1,0,0,516
51,3,21,20,0,20,866,50,0,14,1,1,0,559
52,2,39,11,1,21,7,41,3,7,0,0,0,442
52,2,39,11,1,21,108,44,3,7,0,0,0,442
52,2,39,11,1,21,164,102,5,1,1,0,0,406
52,2,39,11,1,21,310,105,3,7,0,0,0,421
52,2,39,11,1,21,439,79,1,2,1,0,0,382
52,2,39,11,1,21,483,42,3,7,0,0,0,410
52,2,39,11,1,21,800,41,3,7,0,0,0,442
52,2,39,11,1,21,966,39,3,7,0,0,0,449
53,2,0,11,1,21,131,0,4,10,1,1,0,654
53,2,0,11,1,21,258,0,4,10,0,0,1,623
53,2,0,11,1,21,265,5,4,4,0,1,0,427
53,2,0,11,1,21,370,3,5,0,0,0,0,506
53,2,0,11,1,21,418,0,1,8,1,0,0,625
53,2,0,11,1,21,454,0,1,2,1,0,0,536
53,2,0,11,1,21,609,0,2,12,1,0,0,669
53,2,0,11,1,21,673,0,5,13,0,0,0,647
53,2,0,11,1,21,710,0,0,11,0,0,0,621
53,2,0,11,1,21,836,0,5,13,1,0,0,670
53,2,0,11,1,21,915,0,0,6,1,0,0,582
54,5,39,0,0,22,683,105,2,15,0,0,0,528
54,5,39,0,0,22,852,43,5,0,1,0,0,395
55,2,0,0,1,22,131,0,4,10,1,1,0,664
55,2,0,0,1,22,258,0,4,10,0,0,1,630
55,2,0,0,1,22,265,5,4,4,0,1,0,458
55,2,0,0,1,22,370,3,5,0,0,0,0,511
55,2,0,0,1,22,418,0,1,8,1,0,0,608
55,2,0,0,1,22,454,0,1,2,1,0,0,555
55,2,0,0,1,22,609,0,2,12,1,0,0,673
55,2,0,0,1,22,673,0,5,13,0,0,0,670
55,2,0,0,1,22,710,0,0,11,0,0,0,639
55,2,0,0,1,22,836,0,5,13,1,0,0,675
55,2,0,0,1,22,915,0,0,6,1,0,0,620
56,5,38,13,0,23,683,98,2,15,0,0,0,519
56,5,38,13,0,23,799,43,5,0,1,0,0,416
56,5,38,13,0,23,852,40,5,0,1,0,0,388
57,5,2,13,1,23,459,2,5,1,0,0,0,548
57,5,2,13,1,23,470,2,3,7,0,0,0,619
57,5,2,13,1,23,653,1,2,12,1,0,0,689
57,5,2,13,1,23,799,0,5,0,1,0,0,570
58,2,36,1,0,24,7,35,3,7,0,0,0,457
58,2,36,1,0,24,108,37,3,7,0,0,0,478
58,2,36,1,0,24,164,79,5,1,1,0,0,431
58,2,36,1,0,24,310,88,3,7,0,0,0,463
58,2,36,1,0,24,370,36,5,0,0,0,0,392
58,2,36,1,0,24,439,66,1,2,1,0,0,441
58,2,36,1,0,24,483,34,3,7,0,0,0,476
58,2,36,1,0,24,800,36,3,7,0,0,0,451
58,2,36,1,0,24,915,37,0,6,1,0,0,462
58,2,36,1,0,24,966,34,3,7,0,0,0,462
59,3,17,1,0,24,71,29,0,14,1,1,1,589
59,3,17,1,0,24,162,38,4,4,1,1,0,499
59,3,17,1,0,24,222,29,4,4,1,0,0,464
59,3,17,1,0,24,359,14,0,11,0,0,0,501
59,3,17,1,0,24,449,23,5,13,1,0,0,544
59,3,17,1,0,24,579,9,0,6,0,0,0,459
59,3,17,1,0,24,731,12,1,8,1,0,0,496
59,3,17,1,0,24,827,2,5,0,1,0,0,557
59,3,17,1,0,24,837,32,0,14,1,1,0,583
59,3,17,1,0,24,853,17,2,15,1,0,0,580
59,3,17,1,0,24,866,26,0,14,1,1,0,576
60,0,17,1,0,24,22,14,5,1,1,0,0,428
60,0,17,1,0,24,30,17,0,11,1,0,0,521
