order_requests,city_x,date,language,mobile,avatar_id,hotel_id,stock,group,brand,parking,pool,children_policy,price
10,2,6,18,1,4,915,0,0,6,1,0,0,384.853877467402
11,2,18,18,1,5,75,13,1,2,0,0,0,268.43224952664445
11,2,18,18,1,5,120,16,5,1,1,0,0,184.89734530613237
11,2,18,18,1,5,164,18,5,1,1,0,0,183.61689267011158
11,2,18,18,1,5,233,18,2,15,0,0,0,150.3945923433921
11,2,18,18,1,5,252,22,4,10,1,1,0,156.82425259339408
11,2,18,18,1,5,284,18,5,1,1,0,1,214.8060138532288
11,2,18,18,1,5,297,30,2,3,1,1,0,243.05276360899447
11,2,18,18,1,5,351,8,3,7,0,0,0,270.255672832123
11,2,18,18,1,5,370,12,5,0,0,0,0,218.27064333124267
11,2,18,18,1,5,737,44,0,9,0,0,0,79.23146289747929
11,2,18,18,1,5,845,34,0,14,0,0,0,128.96773386173206
11,2,18,18,1,5,915,10,0,6,1,0,0,262.8642741736615
11,2,18,18,1,5,939,27,4,10,1,1,0,189.88613653891906
12,2,16,18,0,5,75,11,1,2,0,0,0,231.93571441669954
12,2,16,18,0,5,120,14,5,1,1,0,0,260.2025428407269
12,2,16,18,0,5,164,16,5,1,1,0,0,314.3092950605265
12,2,16,18,0,5,233,16,2,15,0,0,0,198.72889064159196
12,2,16,18,0,5,252,15,4,10,1,1,0,292.8775195361382
12,2,16,18,0,5,284,16,5,1,1,0,1,216.27770421169163
12,2,16,18,0,5,297,22,2,3,1,1,0,134.06143923504794
12,2,16,18,0,5,351,7,3,7,0,0,0,278.67430622753915
12,2,16,18,0,5,370,11,5,0,0,0,0,243.01151049705132
12,2,16,18,0,5,737,40,0,9,0,0,0,273.1621056242643
12,2,16,18,0,5,845,24,0,14,0,0,0,140.38195176094388
12,2,16,18,0,5,915,8,0,6,1,0,0,315.07736711668065
12,2,16,18,0,5,939,22,4,10,1,1,0,228.26441151473784
13,2,1,7,1,5,131,1,4,10,1,1,0,361.5660981190234
13,2,1,7,1,5,258,1,4,10,0,0,1,397.14114072575103
13,2,1,7,1,5,265,6,4,4,0,1,0,377.5966516343387
13,2,1,7,1,5,370,4,5,0,0,0,0,349.5515973521523
13,2,1,7,1,5,418,0,1,8,1,0,0,334.53062726026303
13,2,1,7,1,5,454,0,1,2,1,0,0,450.13971554680495
13,2,1,7,1,5,609,1,2,12,1,0,0,299.90744686038596
13,2,1,7,1,5,673,1,5,13,0,0,0,369.3428546900135
13,2,1,7,1,5,710,0,0,11,0,0,0,459.5227812904989
13,2,1,7,1,5,836,1,5,13,1,0,0,320.4731837434656
13,2,1,7,1,5,915,0,0,6,1,0,0,351.6851135198614
14,6,15,1,1,6,81,14,1,8,0,0,0,214.98256825438207
14,6,15,1,1,6,282,14,5,1,0,0,0,184.82621729419003
15,6,5,1,0,6,160,2,3,7,1,0,0,282.4668284466934
15,6,5,1,0,6,389,0,0,11,0,0,0,353.42814874030137
15,6,5,1,0,6,491,4,4,10,0,0,0,256.88481431369473
15,6,5,1,0,6,754,6,0,14,1,0,0,343.6796215317591
16,6,0,10,1,6,160,0,3,7,1,0,0,334.02878828830984
16,6,0,10,1,6,389,0,0,11,0,0,0,427.496720250877
16,6,0,10,1,6,491,0,4,10,0,0,0,310.83733538318813
16,6,0,10,1,6,754,0,0,14,1,0,0,363.89692418971623
17,6,38,9,1,7,106,96,2,15,1,0,0,220.67586086848348
17,6,38,9,1,7,134,39,5,0,1,0,0,118.45678417830223
17,6,38,9,1,7,209,96,3,7,1,0,0,191.37299673020647
18,6,35,26,1,7,106,79,2,15,1,0,0,245.3571377141214
18,6,35,26,1,7,134,31,5,0,1,0,0,99.62583827193862
18,6,35,26,1,7,209,78,3,7,1,0,0,189.2316929266152
19,0,35,0,0,8,30,68,0,11,1,0,0,192.99413971242117
19,0,35,0,0,8,83,75,5,1,0,0,0,189.09114358886552
19,0,35,0,0,8,169,38,0,6,0,0,0,88.1524644560959
19,0,35,0,0,8,283,63,3,7,1,0,0,113.97716934578618
19,0,35,0,0,8,482,32,0,6,1,0,0,206.09707828084487
19,0,35,0,0,8,507,54,1,2,0,0,0,164.8492336616593
19,0,35,0,0,8,674,58,0,11,0,0,0,162.52464251729384
19,0,35,0,0,8,679,79,2,15,1,0,0,197.3224104748488
19,0,35,0,0,8,788,76,3,7,1,0,0,145.99876392107547
19,0,35,0,0,8,867,64,3,7,1,0,0,191.6126848580502
20,0,20,0,0,8,22,19,5,1,1,0,0,204.65362366493406
20,0,20,0,0,8,30,24,0,11,1,0,0,144.2824290986816
20,0,20,0,0,8,140,15,1,2,0,0,0,293.28872555723785
20,0,20,0,0,8,169,16,0,6,0,0,0,213.69164604558938
20,0,20,0,0,8,410,16,0,11,0,0,0,130.43482513986757
20,0,20,0,0,8,441,28,5,13,0,0,0,182.82768043169148
20,0,20,0,0,8,455,22,5,1,0,0,0,101.26591648863393
20,0,20,0,0,8,529,48,4,4,1,0,1,219.3542301871226
20,0,20,0,0,8,591,46,0,14,0,0,0,207.9297789503702
20,0,20,0,0,8,658,22,4,5,1,0,0,138.96588408241448
20,0,20,0,0,8,715,20,5,1,0,0,0,198.16880646221608
21,0,18,23,0,8,22,16,5,1,1,0,0,240.63904634682493
21,0,18,23,0,8,30,19,0,11,1,0,0,231.1030079997245
21,0,18,23,0,8,140,12,1,2,0,0,0,324.8396491326974
21,0,18,23,0,8,169,13,0,6,0,0,0,207.73059419985648
21,0,18,23,0,8,410,14,0,11,0,0,0,172.31319178212553
21,0,18,23,0,8,441,25,5,13,0,0,0,105.52427851872383
21,0,18,23,0,8,455,18,5,1,0,0,0,129.2094857517281
21,0,18,23,0,8,529,37,4,4,1,0,1,176.1449145292948
21,0,18,23,0,8,591,38,0,14,0,0,0,167.0575987408322
21,0,18,23,0,8,658,18,4,5,1,0,0,213.83453996650096
21,0,18,23,0,8,715,18,5,1,0,0,0,211.35916245180118
22,3,19,13,1,9,71,35,0,14,1,1,1,230.65009459389535
22,3,19,13,1,9,162,48,4,4,1,1,0,302.67670385786585
22,3,19,13,1,9,222,35,4,4,1,0,0,166.7671583381022
22,3,19,13,1,9,359,17,0,11,0,0,0,316.00845832948096
22,3,19,13,1,9,449,26,5,13,1,0,0,211.28336738825033
22,3,19,13,1,9,579,11,0,6,0,0,0,197.1421221791859
22,3,19,13,1,9,731,17,1,8,1,0,0,156.45537509694438
22,3,19,13,1,9,827,6,5,0,1,0,0,344.12362076215925
22,3,19,13,1,9,837,43,0,14,1,1,0,218.82686073370746
22,3,19,13,1,9,853,19,2,15,1,0,0,225.7000247046046
22,3,19,13,1,9,866,35,0,14,1,1,0,253.66188122867723
23,3,17,13,1,9,71,29,0,14,1,1,1,226.35855436715636
23,3,17,13,1,9,162,38,4,4,1,1,0,187.66031409657975
23,3,17,13,1,9,222,29,4,4,1,0,0,104.25763876570677
23,3,17,13,1,9,359,14,0,11,0,0,0,187.67425239664894
23,3,17,13,1,9,449,23,5,13,1,0,0,222.81993971617362
23,3,17,13,1,9,579,9,0,6,0,0,0,270.7046872065102
23,3,17,13,1,9,731,12,1,8,1,0,0,197.7130610644006
23,3,17,13,1,9,827,2,5,0,1,0,0,368.6590462925591
23,3,17,13,1,9,837,32,0,14,1,1,0,249.26586898644183
23,3,17,13,1,9,853,17,2,15,1,0,0,165.80712818994334
23,3,17,13,1,9,866,26,0,14,1,1,0,237.6862552972764
24,3,16,13,0,9,71,27,0,14,1,1,1,232.9104359223
24,3,16,13,0,9,162,32,4,4,1,1,0,172.85148510846884
24,3,16,13,0,9,222,26,4,4,1,0,0,197.88936801741417
24,3,16,13,0,9,359,13,0,11,0,0,0,248.03922631841172
24,3,16,13,0,9,449,22,5,13,1,0,0,234.15256215876386
24,3,16,13,0,9,579,7,0,6,0,0,0,332.69010260174514
24,3,16,13,0,9,731,10,1,8,1,0,0,211.11653160214544
24,3,16,13,0,9,827,1,5,0,1,0,0,323.10874800424386
24,3,16,13,0,9,837,27,0,14,1,1,0,255.751763360433
24,3,16,13,0,9,853,16,2,15,1,0,0,245.68929754561043
24,3,16,13,0,9,866,21,0,14,1,1,0,255.7523843153024
25,3,18,0,0,10,71,32,0,14,1,1,1,422.63657453273606
25,3,18,0,0,10,162,43,4,4,1,1,0,258.54452553465836
25,3,18,0,0,10,222,32,4,4,1,0,0,236.77828200902994
25,3,18,0,0,10,359,15,0,11,0,0,0,247.70008817466012
25,3,18,0,0,10,449,24,5,13,1,0,0,212.5695625652899
25,3,18,0,0,10,579,10,0,6,0,0,0,234.23653776798272
25,3,18,0,0,10,731,14,1,8,1,0,0,277.9484610246634
25,3,18,0,0,10,827,4,5,0,1,0,0,301.3587392731214
25,3,18,0,0,10,837,37,0,14,1,1,0,218.15906966299957
25,3,18,0,0,10,853,18,2,15,1,0,0,175.73182260854483
25,3,18,0,0,10,866,30,0,14,1,1,0,234.09370696931612
26,3,2,23,0,10,0,2,5,13,1,0,1,475.73292833367543
26,3,2,23,0,10,17,1,0,6,0,0,0,246.6367403704126
26,3,2,23,0,10,56,1,5,13,1,1,0,454.31300951872566
26,3,2,23,0,10,71,2,0,14,1,1,1,329.3642064405174
26,3,2,23,0,10,162,3,4,4,1,1,0,376.4034067105283
26,3,2,23,0,10,323,2,2,3,1,1,0,464.4475298483683
26,3,2,23,0,10,415,1,1,2,1,0,0,373.21400095477316
26,3,2,23,0,10,421,1,1,2,0,0,0,286.1127611035347
26,3,2,23,0,10,526,2,0,14,0,0,0,294.23481453700157
26,3,2,23,0,10,540,3,4,4,1,1,0,433.9798874467338
26,3,2,23,0,10,582,1,5,13,0,1,0,353.48166841414314
26,3,2,23,0,10,827,0,5,0,1,0,0,390.8229294790987
27,1,38,0,0,11,43,99,3,7,1,0,0,182.27859199519068
27,1,38,0,0,11,194,40,3,7,0,0,0,117.41998261970915
27,1,38,0,0,11,249,102,3,7,0,0,0,257.19720446626627
27,1,38,0,0,11,744,98,1,8,0,0,0,181.69595111590056
27,1,38,0,0,11,830,78,3,7,0,0,0,70.0
27,1,38,0,0,11,951,81,3,7,1,0,0,189.32271573847137
27,1,38,0,0,11,952,37,3,7,0,0,0,116.9106767615806
27,1,38,0,0,11,981,41,5,0,0,0,0,192.6216667398112
27,1,38,0,0,11,995,132,2,12,0,0,0,110.37396307836497
28,1,35,0,1,11,43,84,3,7,1,0,0,174.26317792665506
28,1,35,0,1,11,194,32,3,7,0,0,0,175.24936394902286
28,1,35,0,1,11,249,90,3,7,0,0,0,193.2877597085061
28,1,35,0,1,11,744,80,1,8,0,0,0,89.9851796472112
28,1,35,0,1,11,830,64,3,7,0,0,0,133.27493820795257
28,1,35,0,1,11,951,67,3,7,1,0,0,156.25273444195219
28,1,35,0,1,11,952,31,3,7,0,0,0,117.3335383713144
28,1,35,0,1,11,981,31,5,0,0,0,0,238.27271201405483
28,1,35,0,1,11,995,106,2,12,0,0,0,170.2490855480478
29,1,18,10,0,11,367,11,5,0,0,0,0,176.95580228324775
29,1,18,10,0,11,720,30,2,3,0,0,2,195.8930973527388
29,1,18,10,0,11,831,8,3,7,1,0,0,406.10780985063167
29,1,18,10,0,11,855,23,5,13,0,0,0,201.62326302755736
30,8,20,22,1,12,161,44,1,8,1,0,0,104.03150170229932
30,8,20,22,1,12,187,29,0,9,1,1,0,205.78829635668743
30,8,20,22,1,12,279,10,3,7,1,0,0,343.34555745933113
30,8,20,22,1,12,395,9,0,6,0,0,0,224.61652671906097
30,8,20,22,1,12,488,36,0,14,1,1,1,252.19097140731142
30,8,20,22,1,12,811,41,1,8,1,0,0,218.73170267146685
30,8,20,22,1,12,935,8,5,0,0,0,0,223.65347642109586
30,8,20,22,1,12,954,25,2,15,1,0,0,177.02373219691
30,8,20,22,1,12,974,22,2,15,1,0,0,70.0
31,8,18,22,1,12,161,36,1,8,1,0,0,128.7806179332855
31,8,18,22,1,12,187,24,0,9,1,1,0,217.371592430342
31,8,18,22,1,12,279,8,3,7,1,0,0,237.6108409017575
31,8,18,22,1,12,395,7,0,6,0,0,0,361.62056519658177
31,8,18,22,1,12,488,27,0,14,1,1,1,158.49293110196837
31,8,18,22,1,12,811,34,1,8,1,0,0,157.9977756651508
31,8,18,22,1,12,935,7,5,0,0,0,0,286.53702886430455
31,8,18,22,1,12,954,20,2,15,1,0,0,252.06366445330576
31,8,18,22,1,12,974,18,2,15,1,0,0,128.20689244102803
32,8,16,2,0,12,161,30,1,8,1,0,0,238.15818760774798
32,8,16,2,0,12,187,20,0,9,1,1,0,230.51165305097936
32,8,16,2,0,12,279,6,3,7,1,0,0,270.92456744760244
32,8,16,2,0,12,395,5,0,6,0,0,0,323.10517371316354
32,8,16,2,0,12,488,18,0,14,1,1,1,259.9529847786735
32,8,16,2,0,12,811,28,1,8,1,0,0,149.98915614206027
32,8,16,2,0,12,935,5,5,0,0,0,0,303.490104249501
32,8,16,2,0,12,954,16,2,15,1,0,0,200.734320156912
32,8,16,2,0,12,974,16,2,15,1,0,0,225.6758672625624
33,8,4,2,1,12,395,0,0,6,0,0,0,383.10653372605236
33,8,4,2,1,12,488,4,0,14,1,1,1,469.3008408072676
33,8,4,2,1,12,811,0,1,8,1,0,0,318.10922505865756
34,4,16,6,0,13,73,18,5,13,0,0,1,276.65166873281333
34,4,16,6,0,13,114,16,1,8,1,0,0,122.39561002387491
34,4,16,6,0,13,191,16,5,1,1,0,0,212.41074524822082
34,4,16,6,0,13,281,8,1,2,1,0,0,329.41586032422885
34,4,16,6,0,13,286,12,0,11,0,0,0,244.04959338675164
34,4,16,6,0,13,677,22,0,9,0,0,0,118.86502400897031
34,4,16,6,0,13,843,21,0,14,0,0,0,139.59388748213624
34,4,16,6,0,13,987,9,0,6,1,0,0,265.34995326705837
35,4,15,6,0,13,73,15,5,13,0,0,1,170.5317621527894
35,4,15,6,0,13,114,15,1,8,1,0,0,272.48010485105124
35,4,15,6,0,13,191,14,5,1,1,0,0,257.85077429825236
35,4,15,6,0,13,281,7,1,2,1,0,0,275.3545202369673
35,4,15,6,0,13,286,11,0,11,0,0,0,284.9799937716625
35,4,15,6,0,13,677,20,0,9,0,0,0,165.36497604383047
35,4,15,6,0,13,843,19,0,14,0,0,0,200.64310594194802
35,4,15,6,0,13,987,8,0,6,1,0,0,331.4814420961806
36,4,6,6,1,13,46,6,4,4,0,0,0,248.55024945389638
36,4,6,6,1,13,321,6,0,14,0,0,0,261.99094799015154
36,4,6,6,1,13,399,6,2,12,1,1,0,407.36468025616307
36,4,6,6,1,13,423,6,4,4,0,0,0,320.5185132716732
36,4,6,6,1,13,440,3,1,2,1,0,0,348.9549203017926
36,4,6,6,1,13,489,7,0,14,0,1,0,335.8663691654391
36,4,6,6,1,13,702,8,2,12,0,1,0,383.88324478942127
36,4,6,6,1,13,787,2,1,2,0,0,0,300.4214305582085
36,4,6,6,1,13,987,1,0,6,1,0,0,397.3548690585019
37,5,21,0,1,14,262,20,1,8,1,0,0,169.89036737830529
37,5,21,0,1,14,764,12,3,7,0,0,0,219.11593983863898
37,5,21,0,1,14,799,12,5,0,1,0,0,314.93884259935953
37,5,21,0,1,14,871,28,5,1,0,0,0,191.27081744940148
37,5,21,0,1,14,899,21,4,5,0,0,0,190.67548180003192
38,5,20,0,1,14,262,19,1,8,1,0,0,255.27394035771647
38,5,20,0,1,14,764,10,3,7,0,0,0,251.05019208163796
38,5,20,0,1,14,799,11,5,0,1,0,0,304.09764856474817
38,5,20,0,1,14,871,24,5,1,0,0,0,134.4866621703272
38,5,20,0,1,14,899,20,4,5,0,0,0,166.2083176244221
39,5,15,0,0,14,262,12,1,8,1,0,0,253.49284728161578
39,5,15,0,0,14,764,2,3,7,0,0,0,334.8497982496359
39,5,15,0,0,14,799,6,5,0,1,0,0,349.75785127184565
39,5,15,0,0,14,871,9,5,1,0,0,0,219.08896583832637
39,5,15,0,0,14,899,15,4,5,0,0,0,304.619363784273
40,3,35,12,0,15,71,159,0,14,1,1,1,179.6991309250149
40,3,35,12,0,15,238,82,1,8,1,0,0,119.29056936061339
40,3,35,12,0,15,301,60,3,7,0,0,0,207.9055436750034
40,3,35,12,0,15,305,80,4,5,1,0,0,219.5831346981468
40,3,35,12,0,15,449,108,5,13,1,0,0,211.20599085260775
40,3,35,12,0,15,474,74,2,15,0,0,0,181.417275463214
40,3,35,12,0,15,484,60,1,2,0,0,0,149.38766135765428
40,3,35,12,0,15,509,30,3,7,0,0,0,105.13728142570842
40,3,35,12,0,15,647,58,1,2,1,0,0,183.7902279096863
40,3,35,12,0,15,827,32,5,0,1,0,0,146.14191442439443
40,3,35,12,0,15,992,32,0,6,0,0,0,198.75598667088755
41,1,34,12,1,15,43,78,3,7,1,0,0,172.64713092489308
41,1,34,12,1,15,194,30,3,7,0,0,0,108.72514016037442
41,1,34,12,1,15,249,86,3,7,0,0,0,133.93070791735033
41,1,34,12,1,15,744,74,1,8,0,0,0,170.6465727137812
41,1,34,12,1,15,830,60,3,7,0,0,0,121.81377235980126
41,1,34,12,1,15,951,63,3,7,1,0,0,138.88898022167842
41,1,34,12,1,15,952,29,3,7,0,0,0,162.18436057459562
41,1,34,12,1,15,981,29,5,0,0,0,0,162.24832855543613
41,1,34,12,1,15,995,99,2,12,0,0,0,124.65284123144352
42,8,15,13,0,16,161,27,1,8,1,0,0,156.44808471908385
42,8,15,13,0,16,187,18,0,9,1,1,0,261.6024968678818
42,8,15,13,0,16,279,6,3,7,1,0,0,247.5957829251338
42,8,15,13,0,16,395,4,0,6,0,0,0,239.62681128117225
42,8,15,13,0,16,488,16,0,14,1,1,1,234.07778893737822
42,8,15,13,0,16,811,25,1,8,1,0,0,169.32764241440765
42,8,15,13,0,16,935,5,5,0,0,0,0,315.5453782799002
42,8,15,13,0,16,954,15,2,15,1,0,0,303.7678108474776
42,8,15,13,0,16,974,15,2,15,1,0,0,272.88298116010094
43,5,5,23,0,16,459,5,5,1,0,0,0,292.0030735018286
43,5,5,23,0,16,470,4,3,7,0,0,0,309.04918960486555
43,5,5,23,0,16,653,5,2,12,1,0,0,279.87353176810956
43,5,5,23,0,16,799,0,5,0,1,0,0,379.0743432003805
44,8,21,26,0,17,161,46,1,8,1,0,0,165.5670680539931
44,8,21,26,0,17,187,32,0,9,1,1,0,246.13592801690447
44,8,21,26,0,17,279,12,3,7,1,0,0,218.63845282238384
44,8,21,26,0,17,395,10,0,6,0,0,0,275.9673257120586
44,8,21,26,0,17,488,42,0,14,1,1,1,306.6369456501289
44,8,21,26,0,17,811,44,1,8,1,0,0,174.56199257715713
44,8,21,26,0,17,935,9,5,0,0,0,0,280.0855861049471
44,8,21,26,0,17,954,28,2,15,1,0,0,214.5071995855556
44,8,21,26,0,17,974,24,2,15,1,0,0,159.9389764057082
45,1,20,26,0,17,367,13,5,0,0,0,0,231.20462409052084
45,1,20,26,0,17,720,40,2,3,0,0,2,150.62962003908973
45,1,20,26,0,17,831,8,3,7,1,0,0,304.8838049274416
45,1,20,26,0,17,855,30,5,13,0,0,0,111.34951080722668
46,2,35,3,1,18,7,33,3,7,0,0,0,151.22550871294715
46,2,35,3,1,18,108,34,3,7,0,0,0,174.8999145622725
46,2,35,3,1,18,164,72,5,1,1,0,0,252.5571803897521
46,2,35,3,1,18,310,84,3,7,0,0,0,197.96354130426033
46,2,35,3,1,18,370,34,5,0,0,0,0,257.65912287557785
46,2,35,3,1,18,439,62,1,2,1,0,0,141.63262185559753
46,2,35,3,1,18,483,31,3,7,0,0,0,193.61603183603393
46,2,35,3,1,18,800,34,3,7,0,0,0,159.1671002869176
46,2,35,3,1,18,915,36,0,6,1,0,0,289.4901466608836
46,2,35,3,1,18,966,32,3,7,0,0,0,109.58508573224242
47,2,3,3,0,18,131,4,4,10,1,1,0,348.0139078909612
47,2,3,3,0,18,258,3,4,10,0,0,1,290.0303677277989
47,2,3,3,0,18,265,8,4,4,0,1,0,213.80521378450965
47,2,3,3,0,18,370,4,5,0,0,0,0,283.71224891596194
47,2,3,3,0,18,418,0,1,8,1,0,0,342.0433669223151
47,2,3,3,0,18,454,1,1,2,1,0,0,377.5196893238104
47,2,3,3,0,18,609,2,2,12,1,0,0,377.087798788858
47,2,3,3,0,18,673,3,5,13,0,0,0,413.8085419607943
47,2,3,3,0,18,710,0,0,11,0,0,0,397.5211919093025
47,2,3,3,0,18,836,2,5,13,1,0,0,331.15481721687985
47,2,3,3,0,18,915,0,0,6,1,0,0,335.07926643258213
48,0,38,0,0,19,30,80,0,11,1,0,0,204.59595857532528
48,0,38,0,0,19,83,94,5,1,0,0,0,83.9883396489679
48,0,38,0,0,19,169,43,0,6,0,0,0,241.57293829271768
48,0,38,0,0,19,283,78,3,7,1,0,0,238.97200603606436
48,0,38,0,0,19,482,38,0,6,1,0,0,156.54121739476477
48,0,38,0,0,19,507,72,1,2,0,0,0,70.0
48,0,38,0,0,19,674,73,0,11,0,0,0,217.69361870827066
48,0,38,0,0,19,679,96,2,15,1,0,0,174.2730077373691
48,0,38,0,0,19,788,94,3,7,1,0,0,241.8908155986731
48,0,38,0,0,19,867,77,3,7,1,0,0,100.27861706028165
49,0,1,0,1,19,30,0,0,11,1,0,0,350.03124885231136
49,0,1,0,1,19,77,1,0,14,0,1,0,390.26218498590913
49,0,1,0,1,19,88,0,1,2,0,0,0,352.3490296882371
49,0,1,0,1,19,166,1,1,2,0,0,0,317.4967264260378
49,0,1,0,1,19,169,2,0,6,0,0,0,361.14249661737495
49,0,1,0,1,19,212,1,5,13,0,1,0,336.61897853087027
49,0,1,0,1,19,253,1,0,14,0,1,2,382.8810257489353
49,0,1,0,1,19,346,1,2,12,1,0,0,376.01478158559496
