index,order_requests,city_x,date,language,mobile,avatar_id,hotel_id,stock,group,brand,parking,pool,children_policy,price
48,5,3,15,7.0,0,2,866,19,1,3,1,1,0,257.18091447842306
49,6,6,38,4.0,1,3,106,96,1,1,1,0,0,91.8479922318633
50,6,6,38,4.0,1,3,134,39,3,3,1,0,0,196.20419846973977
51,6,6,38,4.0,1,3,209,96,0,0,1,0,0,160.74588597918418
52,7,6,20,4.0,1,3,81,24,2,1,0,0,0,116.15389998470206
53,7,6,20,4.0,1,3,282,20,3,2,0,0,0,180.5838144420434
54,8,2,21,1.0,0,4,75,17,2,1,0,0,0,231.54997612479755
55,8,2,21,1.0,0,4,120,20,3,2,1,0,0,226.56400595580993
56,8,2,21,1.0,0,4,164,26,3,2,1,0,0,138.03912383886808
57,8,2,21,1.0,0,4,233,21,1,1,0,0,0,134.53938120743928
58,8,2,21,1.0,0,4,252,33,1,3,1,1,0,246.5631715701782
59,8,2,21,1.0,0,4,284,21,3,2,1,0,1,228.77725635611796
60,8,2,21,1.0,0,4,297,45,1,2,1,1,0,206.0412881077355
61,8,2,21,1.0,0,4,351,12,0,0,0,0,0,220.71705116680914
62,8,2,21,1.0,0,4,370,15,3,3,0,0,0,144.68325129969858
63,8,2,21,1.0,0,4,737,52,1,2,0,0,0,90.18966879596647
64,8,2,21,1.0,0,4,845,46,1,3,0,0,0,190.6262911197099
65,8,2,21,1.0,0,4,915,13,1,3,1,0,0,317.8120014285412
66,8,2,21,1.0,0,4,939,40,1,3,1,1,0,226.3994939209833
67,9,2,20,1.0,0,4,75,16,2,1,0,0,0,240.17664489460122
68,9,2,20,1.0,0,4,120,18,3,2,1,0,0,218.0818012523817
69,9,2,20,1.0,0,4,164,22,3,2,1,0,0,147.7440122697438
70,9,2,20,1.0,0,4,233,20,1,1,0,0,0,168.0697802754207
71,9,2,20,1.0,0,4,252,29,1,3,1,1,0,306.90182832329845
72,9,2,20,1.0,0,4,284,20,3,2,1,0,1,178.20869804450243
73,9,2,20,1.0,0,4,297,40,1,2,1,1,0,308.23218279070034
74,9,2,20,1.0,0,4,351,10,0,0,0,0,0,119.01274479551279
75,9,2,20,1.0,0,4,370,14,3,3,0,0,0,251.09512521876118
76,9,2,20,1.0,0,4,737,49,1,2,0,0,0,154.35235341190855
77,9,2,20,1.0,0,4,845,42,1,3,0,0,0,135.04963247670662
78,9,2,20,1.0,0,4,915,12,1,3,1,0,0,264.5880388267751
79,9,2,20,1.0,0,4,939,36,1,3,1,1,0,130.62155426995537
80,10,2,6,1.0,1,4,131,8,1,3,1,1,0,339.0164056081244
81,10,2,6,1.0,1,4,258,7,1,3,0,0,1,297.85562857558733
82,10,2,6,1.0,1,4,265,11,1,3,0,1,0,363.8947022370758
83,10,2,6,1.0,1,4,370,6,3,3,0,0,0,264.0864890863176
84,10,2,6,1.0,1,4,418,0,2,1,1,0,0,339.57531985534064
85,10,2,6,1.0,1,4,454,2,2,1,1,0,0,334.91214782077316
86,10,2,6,1.0,1,4,609,4,1,1,1,0,0,385.7701058851037
87,10,2,6,1.0,1,4,673,7,3,3,0,0,0,296.43755548298424
88,10,2,6,1.0,1,4,710,0,1,2,0,0,0,323.51198981164805
89,10,2,6,1.0,1,4,836,5,3,3,1,0,0,355.6633716556678
90,10,2,6,1.0,1,4,915,0,1,3,1,0,0,384.853877467402
91,11,2,18,1.0,1,5,75,13,2,1,0,0,0,268.43224952664445
92,11,2,18,1.0,1,5,120,16,3,2,1,0,0,184.89734530613237
93,11,2,18,1.0,1,5,164,18,3,2,1,0,0,183.61689267011158
94,11,2,18,1.0,1,5,233,18,1,1,0,0,0,150.3945923433921
95,11,2,18,1.0,1,5,252,22,1,3,1,1,0,156.82425259339408
96,11,2,18,1.0,1,5,284,18,3,2,1,0,1,214.8060138532288
97,11,2,18,1.0,1,5,297,30,1,2,1,1,0,243.05276360899447
98,11,2,18,1.0,1,5,351,8,0,0,0,0,0,270.255672832123
99,11,2,18,1.0,1,5,370,12,3,3,0,0,0,218.27064333124267
100,11,2,18,1.0,1,5,737,44,1,2,0,0,0,79.23146289747929
101,11,2,18,1.0,1,5,845,34,1,3,0,0,0,128.96773386173206
102,11,2,18,1.0,1,5,915,10,1,3,1,0,0,262.8642741736615
103,11,2,18,1.0,1,5,939,27,1,3,1,1,0,189.88613653891906
104,12,2,16,1.0,0,5,75,11,2,1,0,0,0,231.93571441669954
105,12,2,16,1.0,0,5,120,14,3,2,1,0,0,260.2025428407269
106,12,2,16,1.0,0,5,164,16,3,2,1,0,0,314.3092950605265
107,12,2,16,1.0,0,5,233,16,1,1,0,0,0,198.72889064159196
108,12,2,16,1.0,0,5,252,15,1,3,1,1,0,292.8775195361382
109,12,2,16,1.0,0,5,284,16,3,2,1,0,1,216.27770421169163
110,12,2,16,1.0,0,5,297,22,1,2,1,1,0,134.06143923504794
111,12,2,16,1.0,0,5,351,7,0,0,0,0,0,278.67430622753915
112,12,2,16,1.0,0,5,370,11,3,3,0,0,0,243.01151049705132
113,12,2,16,1.0,0,5,737,40,1,2,0,0,0,273.1621056242643
114,12,2,16,1.0,0,5,845,24,1,3,0,0,0,140.38195176094388
115,12,2,16,1.0,0,5,915,8,1,3,1,0,0,315.07736711668065
116,12,2,16,1.0,0,5,939,22,1,3,1,1,0,228.26441151473784
117,13,2,1,,1,5,131,1,1,3,1,1,0,361.5660981190234
118,13,2,1,,1,5,258,1,1,3,0,0,1,397.14114072575103
119,13,2,1,,1,5,265,6,1,3,0,1,0,377.5966516343387
120,13,2,1,,1,5,370,4,3,3,0,0,0,349.5515973521523
121,13,2,1,,1,5,418,0,2,1,1,0,0,334.53062726026303
122,13,2,1,,1,5,454,0,2,1,1,0,0,450.13971554680495
123,13,2,1,,1,5,609,1,1,1,1,0,0,299.90744686038596
124,13,2,1,,1,5,673,1,3,3,0,0,0,369.3428546900135
125,13,2,1,,1,5,710,0,1,2,0,0,0,459.5227812904989
126,13,2,1,,1,5,836,1,3,3,1,0,0,320.4731837434656
127,13,2,1,,1,5,915,0,1,3,1,0,0,351.6851135198614
128,14,6,15,1.0,1,6,81,14,2,1,0,0,0,214.98256825438207
129,14,6,15,1.0,1,6,282,14,3,2,0,0,0,184.82621729419003
130,15,6,5,1.0,0,6,160,2,0,0,1,0,0,282.4668284466934
131,15,6,5,1.0,0,6,389,0,1,2,0,0,0,353.42814874030137
132,15,6,5,1.0,0,6,491,4,1,3,0,0,0,256.88481431369473
133,15,6,5,1.0,0,6,754,6,1,3,1,0,0,343.6796215317591
134,16,6,0,1.0,1,6,160,0,0,0,1,0,0,334.02878828830984
135,16,6,0,1.0,1,6,389,0,1,2,0,0,0,427.496720250877
136,16,6,0,1.0,1,6,491,0,1,3,0,0,0,310.83733538318813
137,16,6,0,1.0,1,6,754,0,1,3,1,0,0,363.89692418971623
138,17,6,38,7.0,1,7,106,96,1,1,1,0,0,220.67586086848348
139,17,6,38,7.0,1,7,134,39,3,3,1,0,0,118.45678417830223
140,17,6,38,7.0,1,7,209,96,0,0,1,0,0,191.37299673020647
141,18,6,35,7.0,1,7,106,79,1,1,1,0,0,245.3571377141214
142,18,6,35,7.0,1,7,134,31,3,3,1,0,0,99.62583827193862
143,18,6,35,7.0,1,7,209,78,0,0,1,0,0,189.2316929266152
144,19,0,35,5.0,0,8,30,68,1,2,1,0,0,192.99413971242117
145,19,0,35,5.0,0,8,83,75,3,2,0,0,0,189.09114358886552
146,19,0,35,5.0,0,8,169,38,1,3,0,0,0,88.1524644560959
147,19,0,35,5.0,0,8,283,63,0,0,1,0,0,113.97716934578618
148,19,0,35,5.0,0,8,482,32,1,3,1,0,0,206.09707828084487
149,19,0,35,5.0,0,8,507,54,2,1,0,0,0,164.8492336616593
150,19,0,35,5.0,0,8,674,58,1,2,0,0,0,162.52464251729384
151,19,0,35,5.0,0,8,679,79,1,1,1,0,0,197.3224104748488
152,19,0,35,5.0,0,8,788,76,0,0,1,0,0,145.99876392107547
153,19,0,35,5.0,0,8,867,64,0,0,1,0,0,191.6126848580502
154,20,0,20,5.0,0,8,22,19,3,2,1,0,0,204.65362366493406
155,20,0,20,5.0,0,8,30,24,1,2,1,0,0,144.2824290986816
156,20,0,20,5.0,0,8,140,15,2,1,0,0,0,293.28872555723785
157,20,0,20,5.0,0,8,169,16,1,3,0,0,0,213.69164604558938
158,20,0,20,5.0,0,8,410,16,1,2,0,0,0,130.43482513986757
159,20,0,20,5.0,0,8,441,28,3,3,0,0,0,182.82768043169148
160,20,0,20,5.0,0,8,455,22,3,2,0,0,0,101.26591648863393
161,20,0,20,5.0,0,8,529,48,1,3,1,0,1,219.3542301871226
162,20,0,20,5.0,0,8,591,46,1,3,0,0,0,207.9297789503702
163,20,0,20,5.0,0,8,658,22,1,2,1,0,0,138.96588408241448
164,20,0,20,5.0,0,8,715,20,3,2,0,0,0,198.16880646221608
165,21,0,18,6.0,0,8,22,16,3,2,1,0,0,240.63904634682493
166,21,0,18,6.0,0,8,30,19,1,2,1,0,0,231.1030079997245
167,21,0,18,6.0,0,8,140,12,2,1,0,0,0,324.8396491326974
168,21,0,18,6.0,0,8,169,13,1,3,0,0,0,207.73059419985648
169,21,0,18,6.0,0,8,410,14,1,2,0,0,0,172.31319178212553
170,21,0,18,6.0,0,8,441,25,3,3,0,0,0,105.52427851872383
171,21,0,18,6.0,0,8,455,18,3,2,0,0,0,129.2094857517281
172,21,0,18,6.0,0,8,529,37,1,3,1,0,1,176.1449145292948
173,21,0,18,6.0,0,8,591,38,1,3,0,0,0,167.0575987408322
174,21,0,18,6.0,0,8,658,18,1,2,1,0,0,213.83453996650096
175,21,0,18,6.0,0,8,715,18,3,2,0,0,0,211.35916245180118
176,22,3,19,6.0,1,9,71,35,1,3,1,1,1,230.65009459389535
177,22,3,19,6.0,1,9,162,48,1,3,1,1,0,302.67670385786585
178,22,3,19,6.0,1,9,222,35,1,3,1,0,0,166.7671583381022
179,22,3,19,6.0,1,9,359,17,1,2,0,0,0,316.00845832948096
180,22,3,19,6.0,1,9,449,26,3,3,1,0,0,211.28336738825033
181,22,3,19,6.0,1,9,579,11,1,3,0,0,0,197.1421221791859
182,22,3,19,6.0,1,9,731,17,2,1,1,0,0,156.45537509694438
183,22,3,19,6.0,1,9,827,6,3,3,1,0,0,344.12362076215925
184,22,3,19,6.0,1,9,837,43,1,3,1,1,0,218.82686073370746
185,22,3,19,6.0,1,9,853,19,1,1,1,0,0,225.7000247046046
186,22,3,19,6.0,1,9,866,35,1,3,1,1,0,253.66188122867723
187,23,3,17,6.0,1,9,71,29,1,3,1,1,1,226.35855436715636
188,23,3,17,6.0,1,9,162,38,1,3,1,1,0,187.66031409657975
189,23,3,17,6.0,1,9,222,29,1,3,1,0,0,104.25763876570677
190,23,3,17,6.0,1,9,359,14,1,2,0,0,0,187.67425239664894
191,23,3,17,6.0,1,9,449,23,3,3,1,0,0,222.81993971617362
192,23,3,17,6.0,1,9,579,9,1,3,0,0,0,270.7046872065102
193,23,3,17,6.0,1,9,731,12,2,1,1,0,0,197.7130610644006
194,23,3,17,6.0,1,9,827,2,3,3,1,0,0,368.6590462925591
195,23,3,17,6.0,1,9,837,32,1,3,1,1,0,249.26586898644183
196,23,3,17,6.0,1,9,853,17,1,1,1,0,0,165.80712818994334
197,23,3,17,6.0,1,9,866,26,1,3,1,1,0,237.6862552972764
198,24,3,16,6.0,0,9,71,27,1,3,1,1,1,232.9104359223
199,24,3,16,6.0,0,9,162,32,1,3,1,1,0,172.85148510846884
200,24,3,16,6.0,0,9,222,26,1,3,1,0,0,197.88936801741417
201,24,3,16,6.0,0,9,359,13,1,2,0,0,0,248.03922631841172
202,24,3,16,6.0,0,9,449,22,3,3,1,0,0,234.15256215876386
203,24,3,16,6.0,0,9,579,7,1,3,0,0,0,332.69010260174514
204,24,3,16,6.0,0,9,731,10,2,1,1,0,0,211.11653160214544
205,24,3,16,6.0,0,9,827,1,3,3,1,0,0,323.10874800424386
206,24,3,16,6.0,0,9,837,27,1,3,1,1,0,255.751763360433
207,24,3,16,6.0,0,9,853,16,1,1,1,0,0,245.68929754561043
208,24,3,16,6.0,0,9,866,21,1,3,1,1,0,255.7523843153024
209,25,3,18,5.0,0,10,71,32,1,3,1,1,1,422.63657453273606
210,25,3,18,5.0,0,10,162,43,1,3,1,1,0,258.54452553465836
211,25,3,18,5.0,0,10,222,32,1,3,1,0,0,236.77828200902994
212,25,3,18,5.0,0,10,359,15,1,2,0,0,0,247.70008817466012
213,25,3,18,5.0,0,10,449,24,3,3,1,0,0,212.5695625652899
214,25,3,18,5.0,0,10,579,10,1,3,0,0,0,234.23653776798272
215,25,3,18,5.0,0,10,731,14,2,1,1,0,0,277.9484610246634
216,25,3,18,5.0,0,10,827,4,3,3,1,0,0,301.3587392731214
217,25,3,18,5.0,0,10,837,37,1,3,1,1,0,218.15906966299957
218,25,3,18,5.0,0,10,853,18,1,1,1,0,0,175.73182260854483
219,25,3,18,5.0,0,10,866,30,1,3,1,1,0,234.09370696931612
220,26,3,2,6.0,0,10,0,2,3,3,1,0,1,475.73292833367543
221,26,3,2,6.0,0,10,17,1,1,3,0,0,0,246.6367403704126
222,26,3,2,6.0,0,10,56,1,3,3,1,1,0,454.31300951872566
223,26,3,2,6.0,0,10,71,2,1,3,1,1,1,329.3642064405174
224,26,3,2,6.0,0,10,162,3,1,3,1,1,0,376.4034067105283
225,26,3,2,6.0,0,10,323,2,1,2,1,1,0,464.4475298483683
226,26,3,2,6.0,0,10,415,1,2,1,1,0,0,373.21400095477316
227,26,3,2,6.0,0,10,421,1,2,1,0,0,0,286.1127611035347
228,26,3,2,6.0,0,10,526,2,1,3,0,0,0,294.23481453700157
229,26,3,2,6.0,0,10,540,3,1,3,1,1,0,433.9798874467338
230,26,3,2,6.0,0,10,582,1,3,3,0,1,0,353.48166841414314
231,26,3,2,6.0,0,10,827,0,3,3,1,0,0,390.8229294790987
232,27,1,38,5.0,0,11,43,99,0,0,1,0,0,182.27859199519068
233,27,1,38,5.0,0,11,194,40,0,0,0,0,0,117.41998261970915
234,27,1,38,5.0,0,11,249,102,0,0,0,0,0,257.19720446626627
235,27,1,38,5.0,0,11,744,98,2,1,0,0,0,181.69595111590056
236,27,1,38,5.0,0,11,830,78,0,0,0,0,0,70.0
237,27,1,38,5.0,0,11,951,81,0,0,1,0,0,189.32271573847137
238,27,1,38,5.0,0,11,952,37,0,0,0,0,0,116.9106767615806
239,27,1,38,5.0,0,11,981,41,3,3,0,0,0,192.6216667398112
240,27,1,38,5.0,0,11,995,132,1,1,0,0,0,110.37396307836497
241,28,1,35,5.0,1,11,43,84,0,0,1,0,0,174.26317792665506
242,28,1,35,5.0,1,11,194,32,0,0,0,0,0,175.24936394902286
243,28,1,35,5.0,1,11,249,90,0,0,0,0,0,193.2877597085061
244,28,1,35,5.0,1,11,744,80,2,1,0,0,0,89.9851796472112
245,28,1,35,5.0,1,11,830,64,0,0,0,0,0,133.27493820795257
246,28,1,35,5.0,1,11,951,67,0,0,1,0,0,156.25273444195219
247,28,1,35,5.0,1,11,952,31,0,0,0,0,0,117.3335383713144
248,28,1,35,5.0,1,11,981,31,3,3,0,0,0,238.27271201405483
249,28,1,35,5.0,1,11,995,106,1,1,0,0,0,170.2490855480478
250,29,1,18,1.0,0,11,367,11,3,3,0,0,0,176.95580228324775
251,29,1,18,1.0,0,11,720,30,1,2,0,0,2,195.8930973527388
252,29,1,18,1.0,0,11,831,8,0,0,1,0,0,406.10780985063167
253,29,1,18,1.0,0,11,855,23,3,3,0,0,0,201.62326302755736
254,30,8,20,6.0,1,12,161,44,2,1,1,0,0,104.03150170229932
255,30,8,20,6.0,1,12,187,29,1,2,1,1,0,205.78829635668743
256,30,8,20,6.0,1,12,279,10,0,0,1,0,0,343.34555745933113
257,30,8,20,6.0,1,12,395,9,1,3,0,0,0,224.61652671906097
258,30,8,20,6.0,1,12,488,36,1,3,1,1,1,252.19097140731142
259,30,8,20,6.0,1,12,811,41,2,1,1,0,0,218.73170267146685
260,30,8,20,6.0,1,12,935,8,3,3,0,0,0,223.65347642109586
261,30,8,20,6.0,1,12,954,25,1,1,1,0,0,177.02373219691
262,30,8,20,6.0,1,12,974,22,1,1,1,0,0,70.0
263,31,8,18,6.0,1,12,161,36,2,1,1,0,0,128.7806179332855
264,31,8,18,6.0,1,12,187,24,1,2,1,1,0,217.371592430342
265,31,8,18,6.0,1,12,279,8,0,0,1,0,0,237.6108409017575
266,31,8,18,6.0,1,12,395,7,1,3,0,0,0,361.62056519658177
267,31,8,18,6.0,1,12,488,27,1,3,1,1,1,158.49293110196837
268,31,8,18,6.0,1,12,811,34,2,1,1,0,0,157.9977756651508
269,31,8,18,6.0,1,12,935,7,3,3,0,0,0,286.53702886430455
270,31,8,18,6.0,1,12,954,20,1,1,1,0,0,252.06366445330576
271,31,8,18,6.0,1,12,974,18,1,1,1,0,0,128.20689244102803
272,32,8,16,6.0,0,12,161,30,2,1,1,0,0,238.15818760774798
273,32,8,16,6.0,0,12,187,20,1,2,1,1,0,230.51165305097936
274,32,8,16,6.0,0,12,279,6,0,0,1,0,0,270.92456744760244
275,32,8,16,6.0,0,12,395,5,1,3,0,0,0,323.10517371316354
276,32,8,16,6.0,0,12,488,18,1,3,1,1,1,259.9529847786735
277,32,8,16,6.0,0,12,811,28,2,1,1,0,0,149.98915614206027
278,32,8,16,6.0,0,12,935,5,3,3,0,0,0,303.490104249501
279,32,8,16,6.0,0,12,954,16,1,1,1,0,0,200.734320156912
280,32,8,16,6.0,0,12,974,16,1,1,1,0,0,225.6758672625624
281,33,8,4,6.0,1,12,395,0,1,3,0,0,0,383.10653372605236
282,33,8,4,6.0,1,12,488,4,1,3,1,1,1,469.3008408072676
283,33,8,4,6.0,1,12,811,0,2,1,1,0,0,318.10922505865756
284,34,4,16,7.0,0,13,73,18,3,3,0,0,1,276.65166873281333
285,34,4,16,7.0,0,13,114,16,2,1,1,0,0,122.39561002387491
286,34,4,16,7.0,0,13,191,16,3,2,1,0,0,212.41074524822082
287,34,4,16,7.0,0,13,281,8,2,1,1,0,0,329.41586032422885
288,34,4,16,7.0,0,13,286,12,1,2,0,0,0,244.04959338675164
289,34,4,16,7.0,0,13,677,22,1,2,0,0,0,118.86502400897031
290,34,4,16,7.0,0,13,843,21,1,3,0,0,0,139.59388748213624
291,34,4,16,7.0,0,13,987,9,1,3,1,0,0,265.34995326705837
292,35,4,15,7.0,0,13,73,15,3,3,0,0,1,170.5317621527894
293,35,4,15,7.0,0,13,114,15,2,1,1,0,0,272.48010485105124
294,35,4,15,7.0,0,13,191,14,3,2,1,0,0,257.85077429825236
295,35,4,15,7.0,0,13,281,7,2,1,1,0,0,275.3545202369673
296,35,4,15,7.0,0,13,286,11,1,2,0,0,0,284.9799937716625
297,35,4,15,7.0,0,13,677,20,1,2,0,0,0,165.36497604383047
298,35,4,15,7.0,0,13,843,19,1,3,0,0,0,200.64310594194802
299,35,4,15,7.0,0,13,987,8,1,3,1,0,0,331.4814420961806
300,36,4,6,7.0,1,13,46,6,1,3,0,0,0,248.55024945389638
301,36,4,6,7.0,1,13,321,6,1,3,0,0,0,261.99094799015154
302,36,4,6,7.0,1,13,399,6,1,1,1,1,0,407.36468025616307
303,36,4,6,7.0,1,13,423,6,1,3,0,0,0,320.5185132716732
304,36,4,6,7.0,1,13,440,3,2,1,1,0,0,348.9549203017926
305,36,4,6,7.0,1,13,489,7,1,3,0,1,0,335.8663691654391
306,36,4,6,7.0,1,13,702,8,1,1,0,1,0,383.88324478942127
307,36,4,6,7.0,1,13,787,2,2,1,0,0,0,300.4214305582085
308,36,4,6,7.0,1,13,987,1,1,3,1,0,0,397.3548690585019
309,37,5,21,5.0,1,14,262,20,2,1,1,0,0,169.89036737830529
310,37,5,21,5.0,1,14,764,12,0,0,0,0,0,219.11593983863898
311,37,5,21,5.0,1,14,799,12,3,3,1,0,0,314.93884259935953
312,37,5,21,5.0,1,14,871,28,3,2,0,0,0,191.27081744940148
313,37,5,21,5.0,1,14,899,21,1,2,0,0,0,190.67548180003192
314,38,5,20,5.0,1,14,262,19,2,1,1,0,0,255.27394035771647
315,38,5,20,5.0,1,14,764,10,0,0,0,0,0,251.05019208163796
316,38,5,20,5.0,1,14,799,11,3,3,1,0,0,304.09764856474817
317,38,5,20,5.0,1,14,871,24,3,2,0,0,0,134.4866621703272
318,38,5,20,5.0,1,14,899,20,1,2,0,0,0,166.2083176244221
319,39,5,15,5.0,0,14,262,12,2,1,1,0,0,253.49284728161578
320,39,5,15,5.0,0,14,764,2,0,0,0,0,0,334.8497982496359
321,39,5,15,5.0,0,14,799,6,3,3,1,0,0,349.75785127184565
322,39,5,15,5.0,0,14,871,9,3,2,0,0,0,219.08896583832637
323,39,5,15,5.0,0,14,899,15,1,2,0,0,0,304.619363784273
324,40,3,35,8.0,0,15,71,159,1,3,1,1,1,179.6991309250149
325,40,3,35,8.0,0,15,238,82,2,1,1,0,0,119.29056936061339
326,40,3,35,8.0,0,15,301,60,0,0,0,0,0,207.9055436750034
327,40,3,35,8.0,0,15,305,80,1,2,1,0,0,219.5831346981468
328,40,3,35,8.0,0,15,449,108,3,3,1,0,0,211.20599085260775
329,40,3,35,8.0,0,15,474,74,1,1,0,0,0,181.417275463214
330,40,3,35,8.0,0,15,484,60,2,1,0,0,0,149.38766135765428
331,40,3,35,8.0,0,15,509,30,0,0,0,0,0,105.13728142570842
332,40,3,35,8.0,0,15,647,58,2,1,1,0,0,183.7902279096863
333,40,3,35,8.0,0,15,827,32,3,3,1,0,0,146.14191442439443
334,40,3,35,8.0,0,15,992,32,1,3,0,0,0,198.75598667088755
335,41,1,34,8.0,1,15,43,78,0,0,1,0,0,172.64713092489308
336,41,1,34,8.0,1,15,194,30,0,0,0,0,0,108.72514016037442
337,41,1,34,8.0,1,15,249,86,0,0,0,0,0,133.93070791735033
338,41,1,34,8.0,1,15,744,74,2,1,0,0,0,170.6465727137812
339,41,1,34,8.0,1,15,830,60,0,0,0,0,0,121.81377235980126
340,41,1,34,8.0,1,15,951,63,0,0,1,0,0,138.88898022167842
341,41,1,34,8.0,1,15,952,29,0,0,0,0,0,162.18436057459562
342,41,1,34,8.0,1,15,981,29,3,3,0,0,0,162.24832855543613
343,41,1,34,8.0,1,15,995,99,1,1,0,0,0,124.65284123144352
344,42,8,15,6.0,0,16,161,27,2,1,1,0,0,156.44808471908385
345,42,8,15,6.0,0,16,187,18,1,2,1,1,0,261.6024968678818
346,42,8,15,6.0,0,16,279,6,0,0,1,0,0,247.5957829251338
347,42,8,15,6.0,0,16,395,4,1,3,0,0,0,239.62681128117225
348,42,8,15,6.0,0,16,488,16,1,3,1,1,1,234.07778893737822
349,42,8,15,6.0,0,16,811,25,2,1,1,0,0,169.32764241440765
350,42,8,15,6.0,0,16,935,5,3,3,0,0,0,315.5453782799002
351,42,8,15,6.0,0,16,954,15,1,1,1,0,0,303.7678108474776
352,42,8,15,6.0,0,16,974,15,1,1,1,0,0,272.88298116010094
353,43,5,5,6.0,0,16,459,5,3,2,0,0,0,292.0030735018286
354,43,5,5,6.0,0,16,470,4,0,0,0,0,0,309.04918960486555
355,43,5,5,6.0,0,16,653,5,1,1,1,0,0,279.87353176810956
356,43,5,5,6.0,0,16,799,0,3,3,1,0,0,379.0743432003805
357,44,8,21,7.0,0,17,161,46,2,1,1,0,0,165.5670680539931
358,44,8,21,7.0,0,17,187,32,1,2,1,1,0,246.13592801690447
359,44,8,21,7.0,0,17,279,12,0,0,1,0,0,218.63845282238384
360,44,8,21,7.0,0,17,395,10,1,3,0,0,0,275.9673257120586
361,44,8,21,7.0,0,17,488,42,1,3,1,1,1,306.6369456501289
362,44,8,21,7.0,0,17,811,44,2,1,1,0,0,174.56199257715713
363,44,8,21,7.0,0,17,935,9,3,3,0,0,0,280.0855861049471
364,44,8,21,7.0,0,17,954,28,1,1,1,0,0,214.5071995855556
365,44,8,21,7.0,0,17,974,24,1,1,1,0,0,159.9389764057082
366,45,1,20,7.0,0,17,367,13,3,3,0,0,0,231.20462409052084
